StudentID;Age;Gender;Ethnicity;ParentalEducation;StudyTimeWeekly;Absences;Tutoring;ParentalSupport;Extracurricular;Sports;Music;Volunteering;GPA;GradeClass
1598;17;1;2;2;6.488.764.572.701.320;21;1;1;1;0;0;1;11.466.960.797.952.500;4.0
1599;18;1;0;1;6.684.306.745.202.290;4;0;0;0;0;0;0;24.052.675.257.641.400;3.0
1600;16;1;2;0;0.514848194944324;15;1;2;0;0;1;0;15.252.820.489.261.900;4.0
1601;15;1;1;2;682.095.745.661.247;7;0;1;1;1;0;0;24.461.570.806.358.200;3.0
1602;18;1;0;2;1.606.609.147.036.060;18;1;1;1;0;1;0;19.529.530.122.549.400;4.0
1603;18;1;0;2;1.794.596.991.499.470;15;0;3;1;0;0;0;2.293.087.191.388.990;3.0
1604;16;0;2;4;10.364.366.312.718.500;12;0;0;0;0;1;0;14.716.720.294.797.600;4.0
1605;17;0;0;2;9.110.033.904.384.400;25;1;3;0;0;0;1;1.106.713.497.753.670;4.0
1606;17;0;0;3;0.6164923739874051;19;0;2;0;1;0;1;12.058.569.757.056.300;4.0
1607;17;1;0;1;17.584.086.751.707.600;6;0;2;0;0;0;0;25.590.703.550.177.400;2.0
1608;18;1;2;2;0.2602042685174544;15;0;3;1;1;1;0;24.576.510.224.957.000;3.0
1609;18;1;1;3;18.895.001.604.204.200;22;1;2;0;0;0;0;12.267.412.857.712.700;4.0
1610;18;1;2;2;9.784.324.973.761.810;15;0;1;0;0;0;1;15.904.330.983.565.300;4.0
1611;15;1;0;2;6.838.689.871.494.530;28;0;1;1;0;0;0;0.3106695325979863;4.0
1612;16;1;1;1;18.484.368.696.853.200;11;1;3;1;0;0;0;27.718.106.588.704.900;2.0
1613;18;0;1;0;0.48781986220193474;13;0;1;1;0;0;0;15.826.829.916.643.900;4.0
1614;16;0;2;2;11.628.497.897.381.700;23;1;0;1;0;0;1;11.055.870.981.431.000;4.0
1615;16;1;3;1;10.978.650.489.986.700;17;0;4;0;0;0;0;23.002.961.351.673.600;3.0
1616;17;0;0;3;43.864.080.242.276.400;26;1;4;1;1;0;0;0.9918836980476614;4.0
1617;15;1;1;1;8.577.748.627.004.210;27;0;2;0;1;1;1;0.16511062155187728;4.0
1618;18;0;0;4;13.045.280.118.875.400;17;0;0;0;0;0;0;0.9893299205987555;4.0
1619;17;1;1;4;1.454.262.393.763.850;15;0;3;1;0;1;0;2.230.253.521.333.780;3.0
1620;17;1;0;1;0.014337174131595631;19;0;3;1;0;0;0;13.835.280.778.946.600;4.0
1621;18;0;0;1;18.737.068.601.820.300;15;0;1;1;1;0;0;21.314.052.629.810.700;3.0
1622;16;0;0;3;3.290.507.447.856.240;12;0;1;1;0;1;0;18.682.769.229.981.500;4.0
1623;17;1;1;4;4.671.608.684.447.180;25;0;3;1;0;1;0;12.474.819.436.382.700;4.0
1624;16;1;0;2;5.269.468.913.876.960;28;0;4;0;0;0;0;0.2999075475985059;4.0
1625;15;0;2;1;0.7564027310407062;8;0;3;1;0;0;1;27.051.956.947.945.400;2.0
1626;16;0;0;2;24.610.424.718.064.900;25;0;1;1;1;1;0;0.8979380920800135;4.0
1627;15;1;0;2;1.972.699.845.888.320;27;0;2;1;1;0;0;13.917.317.913.625.900;4.0
1628;16;0;2;1;6.304.334.747.545.720;8;0;3;0;0;0;0;2.150.546.165.993.220;3.0
1629;17;1;0;2;2.306.021.806.780.980;12;0;1;0;0;0;0;1.448.741.241.526.550;4.0
1630;17;1;0;0;21.398.252.234.924.600;28;0;1;1;0;1;0;0.0;4.0
1631;15;1;1;0;14.389.199.353.399.400;3;1;1;0;0;0;0;30.917.150.283.564.800;1.0
1632;18;1;0;1;17.091.373.280.652.800;8;0;2;0;0;0;0;2.576.927.695.452.170;2.0
1633;15;0;0;1;51.390.459.901.693.900;14;0;2;0;0;0;0;19.558.725.265.628.300;4.0
1634;15;0;0;1;0.4181902467046994;13;0;3;0;1;0;0;18.787.083.443.226.600;4.0
1635;16;0;3;2;4.461.800.368.907.110;18;1;3;1;1;0;0;16.304.001.316.060.500;4.0
1636;16;0;1;1;11.303.138.159.351.400;11;0;4;0;0;1;0;2.372.748.110.360.660;3.0
1637;15;0;1;1;20.678.987.326.008.300;20;1;3;1;0;0;0;1.279.370.611.476.850;4.0
1638;17;0;1;1;8.630.162.396.952.840;25;0;1;0;0;0;1;0.155004788411154;4.0
1639;16;0;0;4;4.598.367.417.232.650;24;1;2;0;1;1;1;12.783.470.336.697.100;4.0
1640;18;1;0;2;10.318.917.570.508.400;5;0;2;0;1;0;0;26.559.935.659.147.900;2.0
1641;16;0;2;2;5.069.875.065.143.800;2;0;0;1;0;1;0;26.823.160.526.270.100;2.0
1642;16;0;0;2;18.810.746.022.058.900;25;0;4;0;1;0;0;16.448.199.394.832.800;4.0
1643;18;1;0;4;1.811.887.935.852.520;24;1;0;1;1;0;0;13.962.784.383.778.800;4.0
1644;15;0;0;1;1.133.612.210.020.930;21;1;2;1;0;0;0;16.094.867.987.939.300;4.0
1645;18;0;0;2;7.088.479.839.747.720;19;0;2;1;0;1;0;1.187.367.524.649.190;4.0
1646;15;1;3;2;7.622.937.640.694.710;15;0;2;1;0;1;0;20.197.970.227.132.700;3.0
1647;15;0;0;2;8.237.045.662.889.930;29;0;3;0;0;0;1;0.24162562822088438;4.0
1648;15;0;1;0;1.455.158.644.269.880;19;0;2;0;0;0;0;12.477.251.942.052.900;4.0
1649;18;0;0;2;9.032.779.910.376.750;23;0;1;0;0;1;0;0.8526823634027514;4.0
1650;15;1;3;0;1.713.459.893.011.790;22;0;1;0;0;0;0;0.9657009889491655;4.0
1651;17;0;0;2;1.888.189.571.860.720;16;1;4;1;1;0;0;24.238.007.516.398.300;3.0
1652;18;0;0;2;6.718.923.067.578.670;15;0;1;1;0;0;0;17.419.681.672.894.300;4.0
1653;17;1;2;1;11.213.889.627.513.600;5;0;1;0;0;1;0;28.459.257.757.426.000;2.0
1654;15;0;2;3;19.011.307.366.512.800;7;0;2;0;0;0;0;2.039.564.398.044.960;3.0
1655;16;1;0;0;4.009.380.955.327.170;18;1;1;1;0;0;0;15.420.637.396.404.300;4.0
1656;15;1;0;3;8.269.315.334.203.200;29;1;2;0;0;1;0;0.7307796023629439;4.0
1657;17;0;0;2;41.240.543.180.355.700;24;0;3;1;0;0;0;0.4999877783931601;4.0
1658;17;1;0;1;1.753.120.981.577.430;25;1;3;0;0;0;0;1.122.889.381.075.430;4.0
1659;18;1;0;1;31.657.251.211.819.600;1;1;3;0;1;0;0;29.594.927.281.039.000;2.0
1660;16;0;0;4;911.321.643.106.184;13;0;1;1;1;1;0;23.002.052.395.759.600;3.0
1661;18;1;0;0;12.113.984.809.197.500;21;0;2;0;1;0;0;135.272.076.359.225;4.0
1662;17;1;0;1;13.837.278.163.216.800;11;1;0;1;0;0;0;213.406.203.808.262;3.0
1663;15;0;1;1;7.661.387.394.530.130;16;0;0;1;0;0;1;12.997.943.203.369.900;4.0
1664;16;0;3;2;17.381.981.374.494.500;27;0;2;1;0;0;0;0.7478339441237737;4.0
1665;15;0;1;2;1.136.638.302.155.850;26;0;1;1;1;1;0;0.5329232037789974;4.0
1666;15;1;0;1;8.790.155.608.951.030;14;0;3;0;0;0;0;20.737.697.903.171.500;3.0
1667;16;0;0;1;13.448.126.810.407.300;17;1;3;1;1;0;0;19.913.793.639.901.400;4.0
1668;18;1;3;1;9.293.789.368.903.300;15;0;3;1;0;0;1;18.999.595.995.373.000;4.0
1669;15;1;0;1;16.414.716.816.314.600;12;0;3;1;1;0;0;26.148.839.418.291.800;2.0
1670;17;1;0;2;1.229.082.036.442.630;20;1;0;1;1;1;0;18.102.707.442.887.600;4.0
1671;15;1;1;2;16.643.249.074.582.300;16;0;2;1;0;0;0;1.581.931.480.635.440;4.0
1672;16;1;1;1;9.880.233.411.986.110;7;0;1;0;1;0;0;22.713.328.033.020.800;3.0
1673;16;1;1;1;2.369.234.101.889.630;0;1;2;1;0;0;0;3.363.670.491.095.610;1.0
1674;16;1;0;1;0.2727969167176214;28;0;1;1;1;0;0;0.4812984804652508;4.0
1675;18;0;0;4;6.064.390.934.371.820;24;0;0;1;1;0;0;0.1999273794512188;4.0
1676;15;0;3;4;1.395.980.942.995.580;25;0;2;0;1;1;1;12.680.087.507.224.600;4.0
1677;18;1;0;3;15.805.198.078.833.800;26;0;3;1;0;0;0;0.8825524540001173;4.0
1678;18;1;1;1;5.915.056.692.406.580;2;1;3;0;0;0;0;3.120.136.639.384.950;1.0
1679;16;0;2;0;9.913.078.417.664.940;15;0;2;0;1;0;1;18.041.546.917.762.100;4.0
1680;16;1;1;1;8.422.378.088.681.630;27;0;2;1;1;1;0;0.6817036435058786;4.0
1681;18;0;0;1;8.210.455.687.028.550;1;0;2;1;0;0;1;2.898.261.817.162.790;2.0
1682;15;0;0;2;462.697.426.400.301;14;0;3;0;0;0;1;17.303.180.027.913.600;4.0
1683;17;0;1;2;27.274.221.005.891.600;0;1;0;1;0;1;0;3.560.791.672.128.210;0.0
1684;18;1;2;3;39.337.711.646.242.600;8;1;3;0;1;0;0;25.287.745.744.068.200;2.0
1685;15;1;3;3;1.106.647.743.266.920;15;1;2;0;1;0;0;15.923.878.582.033.100;4.0
1686;16;0;0;1;3.962.614.836.471.540;3;0;1;0;0;1;1;23.741.309.720.150.100;3.0
1687;16;0;0;2;0.18401795250758912;11;1;0;1;0;0;0;18.104.094.800.411.400;4.0
1688;15;0;3;1;12.545.168.012.719.500;0;0;1;0;0;0;0;2.829.826.431.301.570;2.0
1689;17;0;2;0;6.327.508.147.753.650;0;1;2;0;0;0;1;30.476.020.888.188.000;1.0
1690;16;0;2;2;19.462.894.228.538.100;6;1;3;1;1;0;0;3.625.921.730.346.790;0.0
1691;16;1;0;0;3.874.341.015.525.950;17;0;2;0;0;0;1;0.9273215453238871;4.0
1692;16;0;1;2;6.916.571.406.191.870;22;0;2;1;0;0;0;13.319.589.487.642.700;4.0
1693;15;1;2;1;7.156.823.172.830.660;27;0;4;1;1;0;1;0.7795517215186132;4.0
1694;18;0;1;2;0.1690299212492108;22;0;1;1;0;0;0;0.8813584466312141;4.0
1695;16;1;0;2;1.678.415.906.078.910;14;1;1;0;0;0;0;2.398.121.085.937.690;3.0
1696;18;1;0;1;0.6398892028864944;25;0;2;0;1;0;0;0.7588142687845363;4.0
1697;17;1;1;3;18.803.596.694.584.800;29;0;3;1;0;0;0;10.288.655.959.633.700;4.0
1698;16;1;0;1;17.841.487.021.872.400;24;0;3;0;1;0;0;14.444.766.951.837.500;4.0
1699;16;1;0;2;10.710.438.321.719.200;12;1;2;0;0;0;0;2.214.067.459.161.340;3.0
1700;17;1;3;2;10.871.911.498.225.800;15;0;4;0;1;1;0;25.119.180.875.322.600;2.0
1701;16;0;0;2;13.075.558.459.123.100;6;0;3;0;0;0;0;26.901.498.030.104.500;2.0
1702;18;1;2;4;77.410.002.386.977.300;15;0;0;1;0;0;0;16.052.743.861.754.300;4.0
1703;15;0;0;1;1.294.444.566.795.710;12;0;3;1;0;1;1;2.709.889.487.418.100;2.0
1704;18;1;1;2;0.8953677737697374;13;0;0;0;1;0;0;1.528.563.501.341.870;4.0
1705;15;1;3;2;10.809.525.469.945.300;16;1;3;0;1;0;0;17.785.692.022.870.100;4.0
1706;15;0;0;3;9.144.608.392.390.880;11;0;1;1;0;0;0;21.219.640.588.635.700;3.0
1707;18;1;0;1;109.924.460.221.207;28;0;3;0;0;0;0;0.40590483142842537;4.0
1708;18;0;0;2;1.775.635.280.671.630;23;0;2;1;0;0;0;11.239.263.277.412.100;4.0
1709;18;0;0;2;2.093.212.678.157.920;23;0;3;0;0;0;0;0.8703304110318186;4.0
1710;18;0;2;1;16.452.958.543.877.700;19;0;2;1;1;0;0;18.228.292.080.685.700;4.0
1711;17;0;3;2;4.200.946.745.841.390;12;0;3;1;0;0;0;22.311.829.319.462.400;3.0
1712;16;1;0;1;7.881.672.970.200.630;23;0;1;0;1;1;0;0.9669677174911444;4.0
1713;15;1;0;2;6.332.048.696.548.250;19;0;4;0;1;0;0;169.185.894.616.234;4.0
1714;18;0;0;3;800.310.545.730.798;14;0;3;0;0;0;0;20.697.582.058.612.600;3.0
1715;18;1;2;2;3.009.909.961.451.710;23;1;1;1;1;0;0;10.578.761.267.920.600;4.0
1716;18;1;0;2;100.714.014.880.711;20;0;4;0;0;0;0;13.214.272.070.130.900;4.0
1717;17;0;1;2;16.032.851.796.627.300;3;1;2;1;0;0;1;35.169.407.207.158.900;0.0
1718;18;1;1;0;8.830.680.207.577.930;21;1;3;0;1;0;1;10.491.570.024.752.100;4.0
1719;18;0;1;1;9.812.271.517.963.980;1;0;3;1;0;0;0;34.861.413.290.978.000;1.0
1720;18;0;0;2;16.975.351.705.626.200;27;1;0;1;0;0;1;0.586837405483887;4.0
1721;16;1;2;1;14.121.162.292.760.600;17;0;4;0;1;0;0;23.588.158.974.550.500;3.0
1722;17;1;0;1;9.809.088.170.395.690;1;0;2;0;0;0;0;3.152.222.285.699.560;1.0
1723;18;1;0;2;5.153.912.963.783.590;24;0;1;0;0;0;0;0.5878350833437533;4.0
1724;15;0;2;1;17.698.534.936.899.300;14;0;3;1;1;0;1;266.889.332.908.893;2.0
1725;15;0;2;1;11.540.408.033.811.100;29;0;3;0;0;0;0;0.3043720342532843;4.0
1726;15;1;0;2;4.422.952.202.213.860;25;0;0;0;1;0;0;0.2806703078814149;4.0
1727;17;1;0;1;5.382.395.052.760.200;18;0;1;1;0;0;0;0.8730911973563495;4.0
1728;17;1;0;3;1.606.266.177.872.490;14;0;3;0;0;0;0;2.330.783.482.945.120;3.0
1729;15;1;0;3;0.8829112417491092;25;0;0;1;1;1;0;0.318850908518507;4.0
1730;18;0;0;2;198.418.437.405.764;19;0;4;0;0;0;0;17.922.893.205.354.200;4.0
1731;17;1;0;1;26.070.335.942.958.300;9;0;3;0;1;0;0;2.573.219.136.505.810;2.0
1732;15;0;0;2;15.921.370.507.938.700;27;0;2;0;1;0;0;10.844.901.258.226.100;4.0
1733;15;0;2;3;7.895.506.335.433.650;23;0;2;1;1;0;1;10.866.966.802.818.100;4.0
1734;18;1;1;2;9.844.323.665.749.330;19;0;2;0;0;1;1;100.411.266.268.769;4.0
1735;16;1;1;1;17.613.011.549.291.500;10;1;2;1;0;0;0;28.246.048.925.178.500;2.0
1736;17;1;0;2;8.258.223.791.784.260;25;1;3;0;1;1;1;1.364.373.782.117.190;4.0
1737;18;0;3;3;1.074.987.507.346.460;9;0;4;0;0;0;1;26.072.864.007.904.400;2.0
1738;15;1;2;2;0.9859932481833988;28;1;2;1;0;1;0;0.5684680837933294;4.0
1739;15;1;2;2;0.04694947734906307;22;0;2;0;0;0;1;0.5737961933285499;4.0
1740;18;0;2;2;4.895.997.460.034.510;4;0;1;0;0;0;0;2.258.071.035.198.040;3.0
1741;17;1;3;2;13.611.661.858.375.300;8;1;3;0;0;0;0;28.400.929.751.013.100;2.0
1742;16;0;1;0;2.425.297.867.182.730;19;0;3;1;1;0;0;16.831.172.628.416.400;4.0
1743;16;1;0;2;22.752.391.760.909.800;18;1;3;1;0;0;0;17.209.071.500.753.400;4.0
1744;15;0;1;0;8.219.212.160.718.060;12;0;0;0;0;0;0;15.377.839.093.207.200;4.0
1745;17;1;2;2;1.295.674.077.216.450;17;0;3;0;1;0;0;20.634.635.075.132.900;3.0
1746;16;1;2;1;1.424.143.984.495.860;16;0;2;1;0;0;0;1.878.547.509.948.440;4.0
1747;17;0;1;2;35.690.134.819.674.900;26;0;3;1;1;0;1;0.8632708590471806;4.0
1748;17;0;0;1;1.591.762.947.440.840;5;0;3;0;0;0;0;2.513.286.133.011.630;2.0
1749;15;1;0;2;18.807.940.678.910.800;9;0;3;1;1;0;1;27.721.632.696.203.700;2.0
1750;16;0;3;2;5.213.327.651.242.030;1;1;2;0;0;0;0;28.883.859.357.893.600;2.0
1751;18;0;1;1;17.066.929.952.174.400;23;0;3;0;1;0;0;13.371.610.494.936.900;4.0
1752;15;0;1;1;17.269.829.009.256.300;5;0;0;0;0;0;0;23.706.116.146.947.600;3.0
1753;16;0;0;1;15.450.451.835.250.800;27;0;3;0;0;1;0;0.8544646477713151;4.0
1754;16;1;0;3;33.766.721.330.514.000;27;1;0;0;0;0;0;0.32264182699444766;4.0
1755;16;1;2;2;16.436.029.185.084.000;20;0;2;1;1;0;0;18.342.269.970.893.000;4.0
1756;16;0;1;2;15.385.011.184.831.700;12;0;1;0;0;0;0;19.900.604.524.480.000;4.0
1757;16;0;2;1;11.934.459.802.124.300;17;1;3;0;1;0;0;2.226.983.393.791.030;3.0
1758;17;0;0;2;6.744.040.703.379.050;6;0;2;0;0;0;1;260.838.689.826.964;2.0
1759;15;0;1;3;5.250.172.085.330.880;1;0;3;1;0;0;0;34.063.390.822.727.100;1.0
1760;17;1;0;3;24.377.842.416.071.700;28;1;3;1;0;0;0;0.8670343739276987;4.0
1761;18;1;2;2;10.195.141.338.017.400;13;1;3;0;1;0;0;2.166.091.325.158.550;3.0
1762;16;0;0;0;11.705.217.510.196.900;4;0;1;0;1;0;0;24.229.283.329.107.800;3.0
1763;15;0;0;1;7.186.779.810.315.740;17;0;3;0;1;0;0;1.509.557.877.776.460;4.0
1764;16;0;1;0;9.507.181.353.617.370;10;1;2;0;1;0;0;244.385.726.431.874;3.0
1765;15;1;3;1;7.270.289.147.385.330;9;0;0;0;0;0;0;20.038.283.786.309.400;3.0
1766;17;0;0;1;12.820.121.146.414.000;10;1;1;0;1;0;0;2.465.306.489.467.060;3.0
1767;15;1;2;1;18.025.184.155.931.200;26;0;1;1;0;1;0;0.8447920018716684;4.0
1768;18;0;0;1;32.784.052.409.388.900;1;0;0;0;1;0;0;2.731.058.898.448.730;2.0
1769;18;1;0;3;76.281.761.980.624.600;14;0;2;0;0;0;0;1.736.011.489.374.200;4.0
1770;15;0;0;2;28.173.720.790.172.200;6;1;0;0;1;0;0;25.896.707.308.558.000;2.0
1771;15;1;0;3;12.498.875.408.156.600;8;1;2;1;0;0;0;27.423.611.231.016.000;2.0
1772;15;0;1;2;14.577.410.189.771.900;4;0;1;0;0;0;0;24.959.194.397.063.600;3.0
1773;15;0;0;1;1.863.825.465.194.910;6;1;1;0;0;1;0;28.534.371.942.017.900;2.0
1774;18;0;0;2;5.577.438.525.219.290;19;0;4;1;0;0;0;15.913.479.919.456.900;4.0
1775;16;1;3;1;19.004.224.117.308.600;1;0;2;0;0;1;0;3.209.673.328.360.450;1.0
1776;15;0;0;2;1.265.253.436.413.490;2;1;1;0;1;0;0;3.127.617.865.184.040;1.0
1777;15;1;2;1;12.060.277.267.291.700;1;1;2;0;1;1;1;3.453.275.896.757.220;1.0
1778;18;1;0;4;11.426.543.868.665.900;20;1;1;1;0;0;0;0.8227735669667381;4.0
1779;18;0;1;1;17.875.483.755.238.800;21;1;0;0;0;0;0;12.173.352.280.449.500;4.0
1780;17;0;0;1;10.596.181.141.401.000;22;0;0;1;0;0;0;0.7626843112270509;4.0
1781;15;0;0;3;13.386.967.015.255.900;18;0;4;0;1;1;0;2.145.848.670.885.430;3.0
1782;17;1;0;0;1.663.147.851.820.900;3;1;3;0;0;0;0;32.991.310.018.333.400;1.0
1783;18;0;0;2;3.006.212.449.679.370;23;0;3;1;0;1;0;11.708.122.846.030.700;4.0
1784;18;1;0;2;0.7718312387626769;19;0;4;0;0;0;1;14.245.956.528.715.200;4.0
1785;16;1;1;3;17.577.622.918.257.000;6;0;4;0;0;0;0;29.026.593.668.557.400;2.0
1786;15;0;2;4;629.866.454.917.865;27;0;3;0;0;1;0;0.691477418739295;4.0
1787;17;0;2;4;25.795.781.585.433.000;21;1;3;1;0;1;1;18.865.425.000.782.800;4.0
1788;18;0;1;0;936.922.474.174.173;6;0;2;0;0;0;1;2.635.341.351.261.100;2.0
1789;18;0;0;3;11.966.121.513.920.300;16;1;1;0;0;0;0;15.003.394.189.345.400;4.0
1790;17;0;0;2;0.6194120684502025;18;0;2;0;0;1;0;12.355.538.161.189.000;4.0
1791;16;0;0;2;5.497.913.165.141.750;21;0;2;0;0;0;0;0.604613405510861;4.0
1792;18;1;0;1;0.6559974855379203;15;0;4;0;0;0;0;13.881.389.762.566.700;4.0
1793;15;1;1;2;840.670.778.390.998;2;0;2;0;0;1;0;33.005.522.062.792.500;1.0
1794;18;1;1;4;17.902.000.581.324.800;14;0;3;0;0;0;1;21.686.415.934.545.300;3.0
1795;15;0;0;3;19.653.048.229.871.300;13;0;2;1;1;0;0;27.972.674.797.319.300;2.0
1796;17;1;0;2;12.740.951.070.072.500;14;0;1;0;0;0;0;17.174.586.153.875.400;4.0
1797;15;1;2;0;3.232.753.875.691.830;13;0;2;0;1;0;0;16.879.004.923.340.800;4.0
1798;17;1;2;1;18.116.987.799.986.100;6;0;2;1;0;0;0;295.214.586.347.002;2.0
1799;15;1;0;3;1.032.495.646.400.120;24;0;2;1;0;0;0;0.9633750092514732;4.0
1800;17;1;3;2;3.074.986.242.058.360;2;0;2;1;0;0;0;33.349.718.279.859.100;1.0
1801;15;0;3;2;18.434.533.389.033.200;29;0;1;0;0;0;0;0.4436406552124723;4.0
1802;16;0;0;0;1.514.938.101.446.200;16;1;2;1;0;0;0;19.557.917.388.354.100;4.0
1803;15;1;0;2;1.463.410.545.446.300;9;0;3;1;1;0;0;2.850.351.339.225.340;2.0
1804;15;1;1;2;14.183.614.075.888.000;14;1;2;0;1;0;0;2.370.067.422.230.530;3.0
1805;16;1;3;3;4.006.796.421.928.840;28;1;2;0;0;0;0;0.15259077923367834;4.0
1806;18;0;2;2;4.220.133.834.150.520;5;0;0;0;0;0;0;2.123.043.126.970.300;3.0
1807;18;0;0;1;137.658.599.685.451;27;1;1;1;0;1;1;0.9220132315429356;4.0
1808;15;1;0;2;4.394.455.002.207.930;16;0;2;0;0;0;1;142.899.323.811.113;4.0
1809;16;0;1;0;8.773.433.936.060.970;16;1;2;0;1;0;0;18.934.409.155.419.100;4.0
1810;15;0;1;4;15.640.036.511.878.800;13;1;2;0;0;0;0;19.395.846.660.340.400;4.0
1811;17;1;0;1;15.679.050.361.956.800;23;0;3;1;1;0;0;1.511.276.997.165.940;4.0
1812;17;0;2;2;9.065.235.450.517.190;24;0;1;0;0;1;0;0.8256041743927887;4.0
1813;15;0;1;1;15.843.798.765.504.900;17;0;0;1;0;0;0;17.643.543.086.537.100;4.0
1814;18;1;2;2;16.772.435.923.961.100;24;0;2;1;0;0;0;1.295.594.900.495.870;4.0
1815;18;0;2;2;13.095.515.025.685.200;4;0;2;0;0;0;0;24.737.171.780.781.400;3.0
1816;15;0;2;2;4.568.517.046.168.400;28;0;2;0;0;1;0;0.019798485017409106;4.0
1817;15;1;0;1;548.023.560.771.095;7;0;3;0;0;0;0;22.029.585.057.112.700;3.0
1818;17;0;1;1;6.296.823.108.174.700;6;0;3;1;0;0;0;30.400.254.359.810.600;1.0
1819;18;0;0;1;233.608.215.467.904;22;1;1;1;0;0;0;10.690.799.865.648.300;4.0
1820;15;1;1;2;5.463.192.407.398.900;3;1;4;1;0;0;0;39.417.600.224.442.600;0.0
1821;17;1;0;0;4.190.384.486.250.640;17;0;1;0;0;1;0;148.259.597.306.949;4.0
1822;18;1;1;2;9.106.574.996.172.040;4;0;3;0;1;0;0;3.042.275.369.333.660;1.0
1823;16;0;0;3;18.168.750.957.445.200;15;0;3;0;1;0;0;21.039.665.103.433.400;3.0
1824;17;1;0;3;20.896.063.350.791.600;13;0;3;0;0;0;0;17.875.223.290.156.500;4.0
1825;18;0;0;2;14.405.358.478.947.900;26;1;1;1;0;0;1;11.003.818.825.946.500;4.0
1826;18;1;0;2;13.745.660.088.262.500;26;0;2;0;0;0;0;0.8545582885805375;4.0
1827;17;0;2;0;19.150.839.732.671.500;18;0;2;0;1;0;1;1.199.651.387.587.030;4.0
1828;16;1;2;2;18.451.448.098.116;13;1;1;0;0;0;0;2.591.940.919.144.180;2.0
1829;17;1;1;3;11.369.444.043.136.300;8;1;0;0;0;0;1;22.822.127.451.739.600;3.0
1830;18;1;0;1;7.274.510.422.713.680;5;0;2;0;0;0;0;27.548.774.932.704.300;2.0
1831;15;1;0;2;15.130.771.669.906.100;16;0;2;0;1;0;0;19.212.686.469.167.600;4.0
1832;15;0;0;3;5.147.309.168.032.680;18;0;3;1;0;1;0;15.835.564.956.915.200;4.0
1833;17;1;0;3;13.870.196.740.926.400;11;0;1;0;0;1;0;17.233.856.864.018.500;4.0
1834;18;1;2;1;0.7942241514449444;3;1;3;1;0;0;0;28.760.550.053.652.000;2.0
1835;15;0;0;2;1.678.816.075.218.540;15;0;1;0;0;0;0;18.889.919.304.287.400;4.0
1836;18;1;0;1;896.341.694.042.637;24;0;3;1;1;0;0;1.369.369.967.422.700;4.0
1837;17;0;0;1;12.733.858.287.158.800;10;1;2;0;0;0;0;25.505.462.336.959.100;2.0
1838;15;1;0;3;4.424.756.396.133.670;21;1;2;1;1;1;1;19.435.733.405.447.000;4.0
1839;18;1;1;3;13.541.474.253.168.900;3;1;3;1;0;0;1;33.104.012.689.001.900;1.0
1840;15;1;1;2;15.444.805.517.865.500;16;0;1;0;0;0;0;1.418.938.674.503.820;4.0
1841;17;0;0;0;9.464.263.737.687.970;7;0;1;0;1;0;0;23.530.546.550.379.500;3.0
1842;18;1;0;3;12.354.538.481.235.800;13;0;2;0;0;1;0;17.528.862.062.165.500;4.0
1843;15;1;0;2;9.126.518.476.447.970;26;0;1;1;0;1;0;0.5139629886917817;4.0
1844;17;1;0;1;1.788.182.738.515.690;1;0;2;0;0;0;0;30.219.548.675.332.900;1.0
1845;15;0;0;2;9.957.383.610.286.380;10;0;1;0;1;0;1;18.347.494.481.922.700;4.0
1846;15;0;3;0;1.683.617.418.057.630;10;0;3;0;0;0;0;22.757.001.470.083.500;3.0
1847;16;1;1;2;1.602.704.116.540.490;23;1;3;1;1;0;1;17.676.467.845.806.800;4.0
1848;16;0;1;2;821.009.642.696.713;21;0;0;1;0;1;0;1.353.723.074.286.340;4.0
1849;17;1;0;1;46.016.898.371.495;23;1;3;0;1;0;0;10.342.011.685.600.700;4.0
1850;16;1;0;1;8.121.642.651.195.410;5;0;2;0;0;0;0;2.758.341.831.164.690;2.0
1851;17;1;1;1;16.524.347.515.504.400;20;1;2;1;0;0;0;17.899.668.741.623.300;4.0
1852;16;1;1;0;4.552.650.716.387.840;20;0;2;1;0;0;0;1.223.973.606.916.020;4.0
1853;15;1;2;2;10.488.726.917.154.900;13;1;3;0;1;0;1;24.436.191.054.209.300;3.0
1854;17;1;0;3;1.612.193.495.921.490;29;0;2;0;1;1;0;0.36295700275612797;4.0
1855;17;1;1;0;7.069.549.502.567.570;9;0;3;1;0;0;0;2.251.753.921.949.750;3.0
1856;15;0;0;0;12.844.192.740.053.900;25;1;1;0;0;0;0;0.9000416924553322;4.0
1857;17;0;2;2;4.912.631.480.976.290;26;0;4;0;0;0;0;0.6566169233161951;4.0
1858;17;0;1;3;21.855.889.073.631.900;7;0;3;1;0;0;0;21.864.269.513.348.400;3.0
1859;16;0;1;1;15.887.684.501.857.100;6;1;1;0;0;1;1;288.313.626.573.597;2.0
1860;17;0;0;1;19.793.724.681.741.300;7;1;3;1;0;0;0;2.877.853.697.636.970;2.0
1861;18;0;1;2;5.427.627.901.591.690;27;0;2;0;0;0;0;0.012063489633895919;4.0
1862;15;0;0;1;171.021.884.399.488;7;0;1;1;0;0;0;2.583.738.162.772.630;2.0
1863;16;1;0;0;6.929.385.741.573.340;22;0;1;0;1;0;0;11.615.545.310.949.200;4.0
1864;16;1;0;2;1.946.090.699.028.320;1;0;0;1;0;0;0;3.301.690.512.687.670;1.0
1865;18;1;1;2;19.594.686.695.477.100;26;1;3;0;0;0;0;15.051.727.733.314.400;4.0
